name,rating,industry,location,salary
Capgemini Engineering,3.4,IT Services & Consulting,Bangalore / Bengaluru +27 other locations,2.3k
Taj Hotels Resorts and Palaces,4.2,Hospitality,Mumbai +106 other locations,2.3k
Planet Spark,3.9,EdTech,Gurgaon / Gurugram +61 other locations,2.3k
Mahindra Holidays & Resorts,3.5,Hospitality,Mumbai +110 other locations,2.3k
KocharTech,3.7,IT Services & Consulting,Kolkata +26 other locations,2.3k
Tata Advanced Systems,3.7,Defence & Aerospace,Bangalore / Bengaluru +51 other locations,2.3k
Datamatics Global Services,3.3,IT Services & Consulting,Mumbai +36 other locations,2.3k
Emcure Pharmaceuticals,3.7,Pharma,Pune +113 other locations,2.3k
Biocon Limited,4.0,Biotechnology,Bangalore / Bengaluru +65 other locations,2.3k
Intellect Design Arena,3.7,Software Product,Chennai +39 other locations,2.3k
Mahindra Rural Housing Finance,4.0,NBFC,Mumbai +453 other locations,2.3k
Canara HSBC Life Insurance,3.6,Insurance,Gurgaon / Gurugram +305 other locations,2.3k
Laurus Labs,4.3,Pharma,Visakhapatnam +31 other locations,2.3k
Niva Bupa Health Insurance Company,3.6,Insurance,New Delhi +254 other locations,2.3k
Cholamandalam MS General Insurance,3.7,Insurance,Chennai +378 other locations,2.3k
Info Edge,3.9,Internet,Noida +69 other locations,2.3k
3i Infotech,3.4,IT Services & Consulting,Mumbai +123 other locations,2.3k
Cybage,3.7,IT Services & Consulting,Pune +15 other locations,2.3k
Hero FinCorp,3.9,NBFC,New Delhi +383 other locations,2.2k
Photon Interactive,4.1,IT Services & Consulting,Chennai +14 other locations,2.2k
Syngene International,3.9,Clinical Research,Bangalore / Bengaluru +21 other locations,2.2k
Aditya Birla Group,4.1,Metals & Mining,Mumbai +253 other locations,2.2k
Lifestyle,4.3,Retail,Bangalore / Bengaluru +129 other locations,2.2k
Delhi Public School,3.8,Education & Training,New Delhi +267 other locations,2.2k
Akums Drugs & Pharmaceuticals Limited,4.3,Pharma,Haridwar +36 other locations,2.2k
Cadila Pharmaceuticals,3.3,Pharma,Ahmedabad +130 other locations,2.2k
Physicswallah,3.6,EdTech,Noida +114 other locations,2.2k
Aditya Birla Capital,3.8,Financial Services,Mumbai +277 other locations,2.2k
Bureau Veritas,3.8,Analytics & KPO,Mumbai +136 other locations,2.2k
Eureka Forbes,3.6,Consumer Electronics & Appliances,Mumbai +181 other locations,2.2k
Adani Group,3.8,Power,Ahmedabad +178 other locations,2.2k
Tata Electronics,3.9,Semiconductors,Hosur +43 other locations,2.2k
Xoriant,4.1,IT Services & Consulting,Pune +23 other locations,2.2k
Aavas Financiers,3.9,Financial Services,Jaipur +283 other locations,2.2k
Unacademy,2.9,EdTech,Bangalore / Bengaluru +70 other locations,2.2k
Sopra Steria,3.8,IT Services & Consulting,Noida +20 other locations,2.2k
Straive,3.3,IT Services & Consulting,Chennai +29 other locations,2.2k
Lava International,3.9,Consumer Electronics & Appliances,Noida +221 other locations,2.2k
Sobha,3.8,Real Estate,Bangalore / Bengaluru +38 other locations,2.2k
Foxconn,3.8,Electronics Manufacturing,Chennai +55 other locations,2.2k
Myntra,3.9,Internet,Bangalore / Bengaluru +102 other locations,2.1k
Kia India,3.9,Automobile,Anantapur +179 other locations,2.2k
Radisson Hotels,4.0,Hospitality,New Delhi +120 other locations,2.1k
GVK Emergency Management and Research Institute,3.6,Non-Profit,Lucknow +204 other locations,2.1k
RMSI,3.6,IT Services & Consulting,Hyderabad / Secunderabad +22 other locations,2.1k
Huawei Technologies,4.0,Telecom,Bangalore / Bengaluru +105 other locations,2.1k
GlaxoSmithKline Pharmaceuticals,4.1,Pharma,Bangalore / Bengaluru +210 other locations,2.1k
Nokia Networks,4.1,Hardware & Networking,Chennai +88 other locations,2.1k
Team Computers,3.7,IT Services & Consulting,New Delhi +100 other locations,2.1k
Endurance Technologies,3.9,Auto Components,Aurangabad +45 other locations,2.1k
Cisco,4.1,Hardware & Networking,Bangalore / Bengaluru +45 other locations,2.1k
Whirlpool,3.9,Consumer Electronics & Appliances,Pune +164 other locations,2.1k
TaskUs,3.1,BPO,Indore +34 other locations,2.1k
Panasonic Life Solutions India,4.0,Consumer Electronics & Appliances,Haridwar +162 other locations,2.1k
Lodha Group,4.0,Real Estate,Mumbai +28 other locations,2.1k
Apollo Pharmacy,3.7,Pharma,Hyderabad / Secunderabad +263 other locations,2.1k
SBI Securities,3.7,Financial Services,Mumbai +305 other locations,2.1k
Star Union Dai-ichi Life Insurance,3.9,Insurance,Mumbai +304 other locations,2.1k
TCE,3.8,Engineering & Construction,Mumbai +131 other locations,2.1k
Indian Railways,4.1,Railways,Kolkata +237 other locations,2.1k
Bharti AXA Life Insurance,3.6,Insurance,Mumbai +239 other locations,2.1k
Ola Cabs,3.3,Internet,Bangalore / Bengaluru +106 other locations,2.1k
Simplex Infrastructures,3.4,Engineering & Construction,Kolkata +138 other locations,2.1k
Adani Wilmar,4.1,FMCG,Ahmedabad +192 other locations,2.1k
Renault Nissan Technology & Business Centre India,3.8,Automobile,Chennai +17 other locations,2.1k
Shahi Exports,4.0,Fashion & Textile,Bangalore / Bengaluru +68 other locations,2.1k
SBI General Insurance,3.6,Insurance,Mumbai +275 other locations,2.1k
Ambuja Cements,3.9,Building Material,Mumbai +245 other locations,2k
ValueLabs,3.5,IT Services & Consulting,Hyderabad / Secunderabad +18 other locations,2k
Bank of Baroda,3.5,Banking,Mumbai +290 other locations,2k
Coromandel International,4.1,Agro Chemicals,Visakhapatnam +176 other locations,2k
Sify Technologies,3.7,IT Services & Consulting,Chennai +128 other locations,2k
Henry Harvin Education,3.6,EdTech,Noida +30 other locations,2k
Meesho,3.7,Internet,Bangalore / Bengaluru +127 other locations,2k
Allstate,3.7,Insurance,Pune +16 other locations,2k
Life Insurance Corporation of India,4.4,Insurance,New Delhi +463 other locations,2k
BHEL,4.1,Electrical Equipment,Bangalore / Bengaluru +125 other locations,2k
Microsoft Corporation,3.8,Software Product,Bangalore / Bengaluru +46 other locations,2k
Force Motors,3.7,Automobile,Pune +103 other locations,2k
Daikin Airconditioning India Pvt. Ltd.,4.1,Consumer Electronics & Appliances,Neemrana +104 other locations,2k
Pfizer,3.9,Pharma,Visakhapatnam +124 other locations,2k
upGrad,3.4,EdTech,Bangalore / Bengaluru +48 other locations,2k
CAMS,3.6,Financial Services,Chennai +107 other locations,2k
Extramarks Education,3.4,EdTech,Noida +108 other locations,2k
Cargill,3.9,Food Processing,Bangalore / Bengaluru +115 other locations,2k
State Street Syntel,3.7,Financial Services,Pune +21 other locations,2k
Raymond Lifestyle Limited,4.1,Fashion & Textile,Mumbai +143 other locations,2k
Renault-Nissan,4.1,Chennai +84 other locations,,2k
BNP Paribas,3.7,Financial Services,Mumbai +27 other locations,2k
Ninjacart,3.8,Internet,Bangalore / Bengaluru +109 other locations,2k
Spark Minda,3.9,Auto Components,Pune +72 other locations,2k
Reliance Trends,4.1,Retail,Bangalore / Bengaluru +383 other locations,2k
Power Mech Projects,3.8,Engineering & Construction,Hyderabad / Secunderabad +146 other locations,2k
Future Generali India Life Insurance,3.5,Insurance,Mumbai +190 other locations,2k
Bharat Petroleum,4.1,Oil & Gas,Mumbai +251 other locations,2k
FirstCry,3.6,Internet,Pune +199 other locations,2k
Mercedes-Benz Research and Development India,3.7,IT Services & Consulting,Bangalore / Bengaluru +49 other locations,2k
Poonawalla Fincorp,3.5,NBFC,Pune +261 other locations,2k
Brakes India,3.9,Auto Components,Chennai +91 other locations,1.9k
Delphi TVS,3.9,Auto Components,Chennai +58 other locations,1.9k
ITC Hotels,4.1,Hospitality,New Delhi +91 other locations,1.9k
Kotak Securities,3.5,Financial Services,Mumbai +137 other locations,1.9k
Saint-Gobain,3.9,Engineering & Construction,Mumbai +98 other locations,1.9k
Nuvoco Vistas,4.1,Building Material,Kolkata +182 other locations,1.9k
Reliance General Insurance,3.6,Insurance,Mumbai +193 other locations,1.9k
GAO Tek,4.4,Electrical Equipment,New York +40 other locations,1.9k
HSBC Electronic Data Processing,4.1,Banking,Bangalore / Bengaluru +19 other locations,1.9k
CitiusTech,3.2,IT Services & Consulting,Mumbai +16 other locations,1.9k
SAP,4.1,Software Product,Bangalore / Bengaluru +53 other locations,1.9k
JK Tyres,3.6,Auto Components,Chennai +136 other locations,1.9k
YASH Technologies,3.7,IT Services & Consulting,Hyderabad / Secunderabad +28 other locations,1.9k
SGS,3.8,Clinical Research,Mumbai +141 other locations,1.9k
Novartis,4.1,Pharma,Hyderabad / Secunderabad +75 other locations,1.9k
Biological E,4.2,Pharma,Hyderabad / Secunderabad +66 other locations,1.9k
Morgan Stanley,3.6,Financial Services,Mumbai +18 other locations,1.9k
Jio Platforms,3.4,IT Services & Consulting,Mumbai +97 other locations,1.9k
Tata Motors Finance,4.0,NBFC,Mumbai +254 other locations,1.9k
L&T Energy Hydrocarbon,3.8,Engineering & Construction,Vadodara +87 other locations,1.9k
Infinite Computer Solutions,3.3,IT Services & Consulting,Bangalore / Bengaluru +35 other locations,1.9k
Newgen Software Technologies,3.8,IT Services & Consulting,Noida +31 other locations,1.9k
AECOM,4.2,Engineering & Construction,Gurgaon / Gurugram +119 other locations,1.9k
IDBI Bank,3.4,Banking,Mumbai +318 other locations,1.9k
Google,4.4,Software Product,Bangalore / Bengaluru +84 other locations,1.9k
Paisabazaar.com,3.4,Internet,Gurgaon / Gurugram +35 other locations,1.9k
EPAM Systems,3.7,IT Services & Consulting,Hyderabad / Secunderabad +33 other locations,1.8k
Parle Products,3.9,FMCG,Mumbai +232 other locations,1.8k
Honeywell Automation,3.8,Industrial Automation,Pune +77 other locations,1.8k
Senco Gold,4.4,Jewellery,Kolkata +76 other locations,1.8k
Narayana Health,3.9,Healthcare,Bangalore / Bengaluru +64 other locations,1.8k
NCR Corporation,3.6,IT Services & Consulting,Hyderabad / Secunderabad +88 other locations,1.8k
Philips,3.8,Medical Equipment,Bangalore / Bengaluru +91 other locations,1.8k
R.R. Donnelley,3.7,Marketing & Advertising,Chennai +26 other locations,1.8k
Gabriel India Limited,4.1,Auto Components,Pune +49 other locations,1.8k
Crisil,3.6,Analytics & KPO,Mumbai +76 other locations,1.8k
Uflex,3.8,Packaging,Noida +45 other locations,1.8k
Dr Lal PathLabs,4.2,Healthcare,New Delhi +198 other locations,1.8k
Microland,3.4,IT Services & Consulting,Bangalore / Bengaluru +44 other locations,1.8k
Lucas-TVS,3.9,Auto Components,Chennai +75 other locations,1.8k
Altruist Technologies,3.1,BPO,Bangalore / Bengaluru +41 other locations,1.8k
Manipal Hospitals,4.0,Healthcare,Bangalore / Bengaluru +65 other locations,1.8k
Motherson Automotive Technologies and Engineering,3.8,Auto Components,Chennai +65 other locations,1.8k
Aditya Birla Health Insurance Co,3.8,Insurance,Mumbai +244 other locations,1.8k
Spinny,3.7,Internet,Gurgaon / Gurugram +62 other locations,1.8k
Iris Software,3.8,IT Services & Consulting,Noida +24 other locations,1.8k
Adecco Group,3.7,Recruitment,Bangalore / Bengaluru +172 other locations,1.8k
G R Infraprojects,4.1,Engineering & Construction,Gurgaon / Gurugram +153 other locations,1.8k
Globiva,3.1,BPO,Gurgaon / Gurugram +26 other locations,1.8k
V-Guard Industries,4.3,Consumer Electronics & Appliances,Kochi +161 other locations,1.8k
Safexpress,3.9,Logistics,New Delhi +153 other locations,1.8k
Angel One,3.7,FinTech,Mumbai +130 other locations,1.8k
K12 Techno Services,3.6,EdTech,Bangalore / Bengaluru +40 other locations,1.8k
CMS Infosystems,3.5,Other,Mumbai +204 other locations,1.8k
CorroHealth infotech,3.3,Analytics & KPO,Hyderabad / Secunderabad +31 other locations,1.8k
NTPC,4.2,Power,New Delhi +121 other locations,1.8k
KENT RO Systems,3.8,Consumer Electronics & Appliances,Noida +148 other locations,1.8k
DHL Supply Chain,4.2,Logistics,Mumbai +99 other locations,1.8k
Haier Appliances India,4.0,Consumer Electronics & Appliances,Pune +145 other locations,1.8k
Stellar Migration,1.3,Dubai +7 other locations,,1.8k
TVS Sundram Fasteners,3.6,Auto Components,Chennai +60 other locations,1.8k
Hindustan Aeronautics,4.3,Defence & Aerospace,Bangalore / Bengaluru +64 other locations,1.8k
Trent,3.9,Retail,Mumbai +140 other locations,1.8k
Thomson Reuters,4.0,Software Product,Bangalore / Bengaluru +26 other locations,1.8k
HTC Global Services,3.4,IT Services & Consulting,Chennai +32 other locations,1.8k
Aragen Life Sciences,3.9,Clinical Research,Hyderabad / Secunderabad +31 other locations,1.8k
Shadowfax Technologies,3.5,Logistics,Bangalore / Bengaluru +227 other locations,1.8k
Honda Cars,4.3,Automobile,Bhiwadi +113 other locations,1.8k
Infinx,3.8,Software Product,Hyderabad / Secunderabad +35 other locations,1.8k
Torrent Power,3.8,Power,Ahmedabad +58 other locations,1.8k
AXA Business Services,3.9,Insurance,Pune +11 other locations,1.8k
PI Industries,3.9,Agro Chemicals,Vadodara +100 other locations,1.8k
Aadhar Housing Finance,4.1,Financial Services,Mumbai +316 other locations,1.8k
Trident Group,3.3,Fashion & Textile,Barnala +57 other locations,1.8k
Tata Power,3.9,Power,Mumbai +150 other locations,1.7k
CNH (Case New Holland),3.8,Industrial Machinery,Gurgaon / Gurugram +131 other locations,1.7k
Sterling & Wilson,4.0,Engineering & Construction,Mumbai +124 other locations,1.7k
Medi Assist India,3.4,Insurance,Bangalore / Bengaluru +65 other locations,1.7k
Future Retail,4.4,Retail,Mumbai +198 other locations,1.7k
NeoSOFT,3.5,IT Services & Consulting,Mumbai +24 other locations,1.7k
Dhani Loans and Services,3.9,NBFC,Gurgaon / Gurugram +187 other locations,1.7k
ICICI Home Finance,3.7,Financial Services,Mumbai +210 other locations,1.7k
Fusion CX,3.4,BPO,Kolkata +54 other locations,1.7k
Cafe Coffee Day,3.6,Hospitality,Bangalore / Bengaluru +100 other locations,1.7k
SS&C TECHNOLOGIES,3.3,IT Services & Consulting,Mumbai +30 other locations,1.7k
Jindal Saw,4.0,Iron & Steel,Mundra +75 other locations,1.7k
Aye Finance,4.1,NBFC,Gurgaon / Gurugram +342 other locations,1.7k
Innovsource Services,3.9,Recruitment,Mumbai +234 other locations,1.7k
MetLife,4.0,Insurance,Noida +43 other locations,1.7k
Kalyan Jewellers,4.5,Jewellery,Thrissur +150 other locations,1.7k
Polycab Wires,4.0,Electrical Equipment,Vadodara +162 other locations,1.7k
Vedantu,3.3,EdTech,Bangalore / Bengaluru +71 other locations,1.7k
BT Business,3.9,Hardware & Networking,Gurgaon / Gurugram +12 other locations,1.7k
USHA International,4.1,Consumer Electronics & Appliances,Gurgaon / Gurugram +143 other locations,1.7k
Tata Communications Transformation Services,3.9,Telecom,Pune +90 other locations,1.7k
DIVI'S Laboratories,3.6,Pharma,Visakhapatnam +36 other locations,1.7k
USV,4.0,Pharma,Mumbai +105 other locations,1.7k
NEC,4.2,IT Services & Consulting,Noida +56 other locations,1.7k
Reckitt Benckiser,3.9,FMCG,Gurgaon / Gurugram +129 other locations,1.7k
Hindustan Petroleum,4.2,Oil & Gas,Mumbai +244 other locations,1.7k
Capri Global Capital,3.6,NBFC,New Delhi +312 other locations,1.7k
American Broadcasting Company,4.0,Bangalore / Bengaluru +106 other locations,,1.7k
TELUS Digital,3.6,IT Services & Consulting,Noida +26 other locations,1.7k
Indian Navy,4.6,Defence & Aerospace,Mumbai +72 other locations,1.6k
First American Corporation,3.5,Insurance,Bangalore / Bengaluru +22 other locations,1.6k
CSB Bank,3.1,Banking,Mumbai +216 other locations,1.6k
Metro Cash & Carry,4.1,Retail,Bangalore / Bengaluru +89 other locations,1.6k
Haldiram Foods International Limited,3.7,FMCG,Nagpur +151 other locations,1.6k
HDFC Securities,3.4,Mumbai +183 other locations,,1.6k
Exela Technologies,3.3,IT Services & Consulting,Chennai +26 other locations,1.6k
Security and Intelligence Services (India),4.1,Law Enforcement & Security,New Delhi +189 other locations,1.6k
Bata,3.5,Fashion & Textile,Gurgaon / Gurugram +145 other locations,1.6k
Frankfinn Institute of Air Hostess Training,3.9,Education & Training,Gurgaon / Gurugram +61 other locations,1.6k
Mother Dairy Fruit & Vegetable,4.0,Food Processing,New Delhi +124 other locations,1.6k
Isgec Heavy Engineering,3.7,Industrial Machinery,Noida +85 other locations,1.6k
Godrej Properties,3.6,Real Estate,Mumbai +33 other locations,1.6k
Sysnet Global Technologies,3.8,IT Services & Consulting,New Delhi +150 other locations,1.6k
Pine Labs,3.3,Financial Services,Noida +113 other locations,1.6k
Cavinkare,4.0,FMCG,Chennai +169 other locations,1.6k
BA Continuum,4.1,NBFC,Hyderabad / Secunderabad +18 other locations,1.6k
Matrimony.com,4.0,Internet,Chennai +64 other locations,1.6k
JSW Bhushan Power & Steel,4.0,Jharsuguda +62 other locations,,1.6k
HighRadius,2.8,Software Product,Hyderabad / Secunderabad +16 other locations,1.6k
FactSet,3.8,Financial Services,Hyderabad / Secunderabad +17 other locations,1.6k
Tata Play,4.0,Broadcasting,Mumbai +216 other locations,1.6k
Orange Business,4.2,IT Services & Consulting,Gurgaon / Gurugram +51 other locations,1.6k
MagicBricks,4.2,Internet,Noida +33 other locations,1.6k
Medanta the Medicity,4.0,Healthcare,Gurgaon / Gurugram +47 other locations,1.6k
DHL Express,4.1,Logistics,Mumbai +92 other locations,1.6k
Air India,3.5,Aviation,New Delhi +62 other locations,1.6k
Yamaha Motor,4.1,Automobile,Chennai +145 other locations,1.6k
Johnson & Johnson,4.0,Healthcare,Mumbai +164 other locations,1.6k
Verizon,3.9,Telecom,Hyderabad / Secunderabad +10 other locations,1.6k
Cushman & Wakefield,4.2,Real Estate,Gurgaon / Gurugram +44 other locations,1.6k
Provana,4.0,BPO,Noida +11 other locations,1.6k
Caterpillar Inc,4.2,Industrial Machinery,Chennai +44 other locations,1.6k
Adani Green Energy,3.9,Power,Ahmedabad +110 other locations,1.6k
KONE,4.1,Software Product,Chennai +70 other locations,1.6k
Arvind Group,3.9,Fashion & Textile,Ahmedabad +92 other locations,1.6k
CMA CGM,3.9,Ports & Shipping,Chennai +34 other locations,1.5k
Procter & Gamble,4.1,FMCG,Mumbai +242 other locations,1.5k
HERE Technologies,3.8,IT Services & Consulting,Mumbai +19 other locations,1.5k
LivSpace,3.4,Architecture & Interior Design,Bangalore / Bengaluru +51 other locations,1.5k
Vardhman Fabrics,4.0,Fashion & Textile,Baddi +61 other locations,1.5k
Tata Teleservices,3.8,Telecom,Mumbai +135 other locations,1.5k
Chegg,4.1,EdTech,New Delhi +76 other locations,1.5k
Wipro Enterprises Ltd,3.8,FMCG,Bangalore / Bengaluru +117 other locations,1.5k
Annapurna Finance,3.9,NBFC,Bhubaneswar +371 other locations,1.5k
Honda,4.1,Automobile,Gurgaon / Gurugram +222 other locations,1.5k
Granules India Limited,3.8,Pharma,Hyderabad / Secunderabad +20 other locations,1.5k
L.G.Balakrishnan & Bros,3.5,Auto Components,Coimbatore +57 other locations,1.5k
